,duration,flag_OTH,flag_REJ,flag_RSTO,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,src_bytes,dst_bytes,hot,logged_in,num_compromised,root_shell,num_access_files,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class,source
1486,0,0,0,0,0,0,0,0,0,1,0,308,1380,0,1,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1,original
3678,0,0,0,0,0,0,0,0,0,1,0,264,2077,0,1,0,0,0,4,14,0.0,0.0,0.0,0.0,1.0,0.0,0.14,62,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,1,original
282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,11,1.0,1.0,0.0,0.0,0.22,0.08,0.0,255,51,0.2,0.02,0.01,0.0,1.0,1.0,0.0,0.0,0,original
4558,0,0,0,0,0,0,0,0,0,1,0,220,190,0,1,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36,255,1.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,1,original
4308,0,0,0,0,0,0,0,0,0,1,0,346,4291,0,1,0,0,0,10,22,0.0,0.0,0.0,0.0,1.0,0.0,0.23,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
4865,0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,107,107,1.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0,original
3537,0,0,0,0,0,0,0,0,0,1,0,323,7355,0,1,0,0,0,7,21,0.0,0.0,0.0,0.0,1.0,0.0,0.14,232,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1,original
5710,0,0,0,0,0,0,0,0,0,1,0,296,2325,0,1,0,0,0,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.67,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
2581,0,0,0,0,0,0,0,0,0,1,0,362,7962,0,1,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
1368,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,6,253,1.0,0.0,0.17,0.2,0.0,0.0,1.0,1.0,1,original
7318,0,0,0,0,0,0,0,0,0,1,0,336,354,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,163,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,1,original
6099,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76,19,1.0,1.0,0.0,0.0,0.25,0.05,0.0,255,60,0.24,0.02,0.01,0.0,1.0,1.0,0.0,0.0,0,original
597,0,0,0,0,0,0,0,0,0,1,0,292,2159,0,1,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,130,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,1,original
4351,0,0,0,0,0,0,0,0,0,1,0,221,1651,0,1,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,original
7277,0,0,0,0,0,0,0,0,0,1,0,163,1510,0,1,0,0,0,3,7,0.0,0.0,0.0,0.0,1.0,0.0,0.29,3,255,1.0,0.0,0.33,0.01,0.0,0.0,0.0,0.0,1,original
4758,0,0,0,0,0,0,0,0,0,1,0,233,891,0,1,0,0,0,7,19,0.0,0.0,0.0,0.0,1.0,0.0,0.26,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
8054,0,0,0,0,0,0,0,0,0,1,0,323,3337,0,1,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,117,255,1.0,0.0,0.01,0.07,0.0,0.0,0.0,0.0,1,original
7645,0,0,0,0,0,0,0,0,0,1,0,193,412,0,1,0,0,0,18,20,0.0,0.0,0.0,0.0,1.0,0.0,0.1,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
5296,0,0,0,0,0,0,0,0,0,1,0,517,7131,0,1,0,0,0,18,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
3468,0,0,0,0,0,0,0,0,0,1,0,255,3026,0,1,0,0,0,9,23,0.0,0.0,0.0,0.0,1.0,0.0,0.22,9,255,1.0,0.0,0.11,0.03,0.0,0.0,0.0,0.01,1,original
5193,0,0,0,0,0,0,0,0,0,1,0,284,13038,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,110,1.0,0.0,0.12,0.05,0.0,0.0,0.0,0.01,1,original
2990,0,0,0,0,0,0,0,0,0,1,0,303,312,0,1,0,0,0,11,15,0.0,0.0,0.0,0.0,1.0,0.0,0.13,67,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,1,original
7220,0,0,0,0,0,0,0,0,0,1,0,325,1817,0,1,0,0,0,17,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,129,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,1,original
7955,0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88,88,1.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0,original
2544,0,0,0,0,0,0,0,0,0,1,0,196,391,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,255,1.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,1,original
6036,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,12,100,1.0,0.0,0.08,0.02,0.0,0.0,1.0,1.0,1,original
5948,0,0,0,0,0,0,0,0,0,1,0,310,2730,0,1,0,0,0,25,26,0.0,0.0,0.0,0.0,1.0,0.0,0.08,25,255,1.0,0.0,0.04,0.05,0.0,0.0,0.0,0.0,1,original
4066,0,0,0,0,0,0,0,0,0,1,0,340,2431,0,1,0,0,0,6,7,0.0,0.0,0.0,0.0,1.0,0.0,0.29,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
3988,0,0,0,0,0,0,0,0,0,1,0,274,1417,0,1,0,0,0,13,14,0.0,0.0,0.0,0.0,1.0,0.0,0.14,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
7834,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,92,255,1.0,0.0,0.01,0.11,0.0,0.0,0.67,0.78,1,original
685,0,0,0,0,0,0,0,0,0,1,0,191,2241,0,1,0,0,0,8,11,0.12,0.09,0.0,0.0,1.0,0.0,0.18,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
5184,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8,0.0,0.0,0.12,0.12,1.0,0.0,0.0,116,255,1.0,0.0,0.02,0.05,0.0,0.0,0.01,0.0,1,original
3243,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,133,15,1.0,1.0,0.0,0.0,0.11,0.05,0.0,255,5,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0,original
6281,0,0,0,0,0,0,0,0,0,1,0,227,654,0,1,0,0,0,19,39,0.0,0.0,0.0,0.0,1.0,0.0,0.1,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
4083,0,0,0,0,0,0,0,0,0,1,0,211,3376,0,1,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,243,255,1.0,0.0,0.0,0.02,0.01,0.01,0.0,0.0,1,original
2837,0,0,0,0,0,0,0,0,0,1,0,316,293,0,1,0,0,0,6,6,0.17,0.17,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
3697,0,0,0,0,0,0,0,0,0,1,0,286,622,0,1,0,0,0,26,28,0.0,0.0,0.0,0.0,1.0,0.0,0.07,179,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,1,original
4941,0,0,0,0,0,0,0,0,0,1,0,290,940,0,1,0,0,0,5,23,0.0,0.0,0.0,0.0,1.0,0.0,0.09,21,84,1.0,0.0,0.05,0.08,0.0,0.01,0.0,0.0,1,original
7209,0,0,0,0,0,0,0,0,0,1,0,223,3270,0,1,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,33,1.0,0.0,0.5,0.06,0.0,0.0,0.0,0.0,1,original
4040,0,0,0,0,0,0,0,0,0,1,0,241,429,0,1,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54,255,1.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0,1,original
2230,0,0,0,0,0,0,0,0,0,1,0,229,1157,0,1,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,255,1.0,0.0,0.25,0.01,0.0,0.0,0.0,0.0,1,original
5927,0,0,0,0,0,0,1,0,0,0,0,261,29122,0,1,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
2320,0,0,0,0,0,0,0,0,0,1,0,189,18004,0,1,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,1,original
4878,0,0,0,0,0,0,0,0,0,1,0,389,10326,0,1,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
521,0,0,0,0,0,0,0,0,0,1,0,241,1556,0,1,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34,255,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,1,original
522,0,0,0,0,0,0,0,0,0,1,0,221,1481,0,1,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
6334,0,0,0,0,0,0,0,0,0,1,0,183,9736,0,1,0,0,0,5,5,0.0,0.0,0.2,0.2,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,1,original
7826,0,0,0,0,0,0,0,0,0,1,0,208,706,0,1,0,0,0,28,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
6525,0,0,0,0,0,0,0,0,0,1,0,214,4858,0,1,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,127,255,1.0,0.0,0.01,0.03,0.01,0.0,0.0,0.0,1,original
6125,0,0,0,0,0,0,0,0,0,1,0,337,1493,0,1,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56,255,1.0,0.0,0.02,0.06,0.0,0.0,0.0,0.0,1,original
780,0,0,0,0,0,0,0,0,0,1,0,208,767,0,1,0,0,0,6,6,0.17,0.17,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
6345,0,0,0,0,0,0,0,0,0,1,0,226,519,0,1,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,1,original
5502,0,0,0,0,0,0,0,0,0,1,0,224,261,0,1,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
651,0,0,0,0,0,0,0,0,0,1,0,223,3521,0,1,0,0,0,19,19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
6056,0,0,0,0,0,0,0,0,0,1,0,264,19932,1,1,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,255,1.0,0.0,1.0,0.04,0.0,0.01,0.0,0.0,1,original
2196,0,0,0,0,0,0,0,0,0,1,0,212,5415,0,1,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,175,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,1,original
369,0,0,0,0,0,0,0,0,0,1,0,228,24786,0,1,0,0,0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,1,original
5325,0,0,0,0,0,0,0,0,0,1,0,224,4414,0,1,0,0,0,16,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,139,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,1,original
4214,0,0,0,0,0,0,0,0,0,1,0,292,6669,0,1,0,0,0,10,17,0.0,0.0,0.0,0.0,1.0,0.0,0.18,46,255,1.0,0.0,0.02,0.01,0.0,0.01,0.02,0.0,1,original
377,0,0,0,0,0,0,0,0,0,1,0,318,495,0,1,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
5711,0,0,0,0,0,0,0,0,0,1,0,199,461,0,1,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
2216,0,0,0,0,0,0,0,0,0,1,0,276,345,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18,255,1.0,0.0,0.06,0.01,0.0,0.0,0.0,0.0,1,original
6179,0,0,0,0,0,0,0,0,0,1,0,203,6178,0,1,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,164,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,1,original
1613,0,0,0,0,0,0,0,0,0,1,0,174,13184,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,219,248,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1,original
7281,0,0,0,0,0,0,0,0,0,1,0,341,1229,0,1,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,255,1.0,0.0,0.11,0.05,0.0,0.01,0.0,0.0,1,original
3632,0,0,0,0,0,0,0,0,0,1,0,340,7802,0,1,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8,255,1.0,0.0,0.12,0.03,0.0,0.0,0.0,0.0,1,original
962,0,0,0,0,0,0,0,0,0,1,0,203,4104,0,1,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49,255,1.0,0.0,0.02,0.1,0.0,0.0,0.02,0.7,1,original
7301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,255,1,0.0,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0,original
7615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8,255,1.0,0.0,0.12,0.01,0.0,0.0,1.0,0.24,1,original
6377,0,0,0,0,0,0,0,0,0,1,0,218,12640,0,1,0,0,0,3,21,0.33,0.05,0.0,0.0,1.0,0.0,0.14,64,255,1.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,1,original
5503,0,0,0,0,0,0,0,0,0,1,0,223,976,0,1,0,0,0,18,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
359,0,0,0,0,0,0,0,0,0,1,0,299,1129,0,1,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,255,1.0,0.0,0.17,0.05,0.0,0.0,0.0,0.0,1,original
3839,0,0,0,0,0,0,0,0,0,1,0,215,16372,0,1,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,1,original
5433,0,0,0,0,0,0,0,0,0,1,0,214,22841,0,1,0,0,0,31,44,0.0,0.0,0.0,0.0,1.0,0.0,0.09,175,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,1,original
1246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.5,0.2,0.0,0.0,1.0,0.0,0.4,2,255,1.0,0.0,1.0,0.04,0.5,0.0,0.0,0.0,1,original
6507,0,0,0,0,0,0,0,0,0,1,0,284,7405,0,1,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,255,1.0,0.0,0.1,0.06,0.0,0.0,0.0,0.01,1,original
5087,0,0,0,0,0,0,0,0,0,1,0,212,5790,0,1,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,1,original
3694,0,0,0,0,0,0,0,0,0,1,0,243,392,0,1,0,0,0,30,36,0.0,0.0,0.0,0.0,1.0,0.0,0.14,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
6845,0,0,0,0,0,0,0,0,0,1,0,303,2757,0,1,0,0,0,6,10,0.0,0.0,0.0,0.0,1.0,0.0,0.4,33,255,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,1,original
2567,0,0,0,0,0,0,0,0,0,1,0,319,6489,0,1,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12,255,1.0,0.0,0.08,0.02,0.0,0.0,0.0,0.0,1,original
3423,0,0,0,0,0,0,0,0,0,1,0,333,2346,0,1,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,122,158,1.0,0.0,0.01,0.03,0.0,0.01,0.0,0.0,1,original
2037,0,0,0,0,0,0,0,0,0,1,0,372,415,0,1,0,0,0,3,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17,255,1.0,0.0,0.06,0.16,0.0,0.0,1.0,0.92,1,original
7454,0,0,0,0,0,0,0,0,0,1,0,286,13635,0,1,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28,255,1.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,1,original
3562,0,0,0,0,0,0,0,0,0,1,0,306,1380,0,1,0,0,0,4,5,0.0,0.0,0.0,0.0,1.0,0.0,0.4,255,235,0.92,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1,original
7678,0,0,0,0,0,0,0,0,0,1,0,323,2999,0,1,0,0,0,2,13,0.0,0.0,0.0,0.0,1.0,0.0,0.15,52,255,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,1,original
7416,0,0,0,0,0,0,0,0,0,1,0,162,13187,0,1,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,79,79,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1,original
5374,0,0,0,0,0,0,0,0,0,1,0,193,281,0,1,0,0,0,26,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,255,1.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,1,original
4531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,231,3,1.0,1.0,0.0,0.0,0.01,0.06,0.0,255,3,0.01,0.06,0.0,0.0,1.0,1.0,0.0,0.0,0,original
1674,0,0,0,0,0,0,0,0,0,1,0,306,234,0,1,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16,255,1.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,1,original
365,0,0,0,0,0,0,0,0,0,1,0,327,1695,0,1,0,0,0,9,11,0.0,0.0,0.0,0.0,1.0,0.0,0.27,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
7320,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,144,1.0,0.0,0.33,0.22,0.0,0.0,1.0,1.0,1,original
5257,0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,4,4,0.0,0.0,0.5,0.5,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0,original
4327,0,0,0,0,0,0,0,0,0,1,0,164,30881,1,1,1,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
147,0,0,0,0,0,0,0,0,0,1,0,314,4137,0,1,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
7132,0,0,0,0,0,0,0,0,0,1,0,194,3563,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,250,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1,original
3088,0,0,0,0,0,0,0,0,0,1,0,224,61552,0,1,0,0,0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,250,1.0,0.0,0.07,0.03,0.0,0.0,0.0,0.0,1,original
6400,6,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,11,1.0,0.0,0.09,0.0,0.0,0.0,0.45,0.45,0,original
407,0,0,0,0,0,0,0,0,0,1,0,201,2435,0,1,0,0,0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
7491,0,0,0,0,0,0,0,0,0,1,0,218,482,0,1,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,110,255,1.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,1,original
3456,0,0,0,0,0,0,0,0,0,1,0,297,2107,0,1,0,0,0,5,7,0.0,0.0,0.0,0.0,1.0,0.0,0.29,226,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1,original
4182,0,0,0,0,0,0,0,0,0,1,0,258,1955,0,1,0,0,0,15,16,0.0,0.0,0.0,0.0,1.0,0.0,0.12,120,215,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,1,original
3576,0,0,0,0,0,0,0,0,0,1,0,302,773,0,1,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,255,1.0,0.0,0.08,0.02,0.0,0.0,0.0,0.0,1,original
3271,0,0,0,0,0,0,0,0,0,1,0,174,2028,0,1,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,1,original
4940,0,0,0,0,0,0,0,0,0,1,0,195,5760,0,1,0,0,0,10,12,0.0,0.0,0.0,0.0,1.0,0.0,0.17,10,255,1.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,1,original
1031,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,138,19,1.0,1.0,0.0,0.0,0.14,0.05,0.0,255,7,0.03,0.06,0.0,0.0,1.0,1.0,0.0,0.0,0,original
6343,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,130,18,1.0,1.0,0.0,0.0,0.14,0.05,0.0,255,18,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0,original
855,0,0,0,0,0,0,0,0,0,1,0,325,503,0,1,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,1,original
3926,0,0,0,0,0,0,0,0,0,1,0,227,10739,0,1,0,0,0,22,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
78,0,0,0,0,0,0,0,0,0,1,0,221,1789,0,1,0,0,0,2,10,0.5,0.1,0.0,0.1,1.0,0.0,0.4,73,255,1.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,1,original
2247,0,0,0,0,0,0,0,0,0,1,0,333,5726,0,1,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,1,original
7696,0,0,0,0,0,0,0,0,0,1,0,268,2238,0,1,0,0,0,27,27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
7410,0,0,0,0,0,0,0,0,0,1,0,203,2557,0,1,0,0,0,16,30,0.0,0.0,0.0,0.0,1.0,0.0,0.13,85,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,1,original
7459,0,0,0,0,0,0,0,0,0,1,0,331,2263,0,1,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0,1,original
6279,0,0,0,0,0,0,0,0,0,1,0,235,253,0,1,0,0,0,2,7,0.0,0.0,0.0,0.0,1.0,0.0,0.29,139,255,1.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,1,original
6603,0,0,0,0,0,0,0,0,0,1,0,228,596,0,1,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
788,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,11,251,1.0,0.0,0.09,0.2,0.0,0.0,1.0,0.92,1,original
2279,0,0,0,0,0,0,0,0,0,1,0,292,8277,0,1,0,0,0,12,12,0.0,0.0,0.67,0.67,1.0,0.0,0.0,34,181,1.0,0.0,0.03,0.18,0.0,0.0,0.85,0.97,1,original
4095,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0,original
3897,0,0,0,0,0,0,0,0,0,1,0,219,1228,0,1,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,13,1.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1,original
5292,0,0,0,0,0,0,0,0,0,1,0,210,748,0,1,0,0,0,18,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,original
6735,0,0,0,0,0,0,0,0,0,1,0,245,11415,0,1,0,0,0,26,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,233,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1,original
